cluster labelName: 9.576923; count: 26

cluster labelName: 19.76; count: 25

cluster labelName: 11.666667; count: 18

cluster labelName: 16.666666; count: 15

cluster labelName: 6.888889; count: 9

cluster labelName: 23.0; count: 6

cluster labelName: 0.2; count: 5

cluster labelName: 3.0; count: 4

cluster labelName: 14.5; count: 2

