6.0,211.0,39.0,0.0,118.0
6.0,209.0,40.0,0.0,68.0
5.0,180.0,61.0,2.0,58.0
8.0,195.0,58.0,32700.0,109.0
4.0,184.0,55.0,32700.0,76.0
2.0,179.0,58.0,0.0,97.0
10.0,214.0,32.0,0.0,116.0
0.0,184.0,48.0,3.0,58.0
5.0,210.0,37.0,0.0,99.0
7.0,202.0,38.0,0.0,103.0
0.0,207.0,37.0,0.0,115.0
4.0,211.0,36.0,0.0,108.0
4.0,184.0,51.0,0.0,97.0
5.0,192.0,47.0,0.0,94.0
3.0,167.0,57.0,0.0,101.0
5.0,179.0,54.0,0.0,103.0
4.0,127.0,83.0,60.0,27.0
3.0,158.0,64.0,0.0,83.0
22.0,177.0,51.0,32700.0,58.0
4.0,169.0,61.0,24.0,36.0
0.0,201.0,37.0,0.0,85.0
4.0,204.0,39.0,0.0,108.0
1.0,199.0,41.0,0.0,112.0
3.0,186.0,40.0,0.0,81.0
4.0,166.0,52.0,0.0,102.0
3.0,175.0,87.0,75.0,0.0
2.0,172.0,92.0,34.0,0.0
8.0,216.0,77.0,1.0,33.0
11.0,210.0,81.0,243.0,29.0
2.0,203.0,77.0,27.0,15.0
9.0,210.0,75.0,32700.0,46.0
4.0,255.0,49.0,0.0,93.0
11.0,220.0,74.0,38.0,49.0
6.0,259.0,49.0,0.0,89.0
2.0,258.0,47.0,0.0,108.0
8.0,253.0,46.0,0.0,103.0
12.0,264.0,49.0,0.0,101.0
4.0,236.0,42.0,0.0,119.0
9.0,248.0,47.0,0.0,99.0
11.0,230.0,45.0,0.0,95.0
6.0,232.0,42.0,0.0,95.0
3.0,248.0,43.0,0.0,94.0
6.0,226.0,51.0,32700.0,76.0
4.0,252.0,42.0,0.0,104.0
4.0,240.0,45.0,0.0,101.0
7.0,240.0,50.0,0.0,105.0
1.0,248.0,49.0,0.0,111.0
5.0,207.0,74.0,2.0,49.0
8.0,227.0,60.0,0.0,106.0
11.0,204.0,67.0,3.0,6.0
8.0,185.0,81.0,10.0,0.0
6.0,225.0,34.0,0.0,121.0
7.0,221.0,40.0,0.0,97.0
10.0,221.0,32.0,0.0,122.0
4.0,219.0,33.0,0.0,120.0
2.0,202.0,45.0,0.0,122.0
3.0,229.0,72.0,30.0,68.0
3.0,226.0,66.0,0.0,55.0
5.0,230.0,71.0,0.0,73.0
7.0,219.0,70.0,0.0,8.0
8.0,222.0,69.0,0.0,75.0
3.0,219.0,69.0,32700.0,15.0
10.0,210.0,74.0,0.0,14.0
2.0,215.0,79.0,8.0,6.0
2.0,218.0,77.0,1.0,9.0
9.0,191.0,93.0,395.0,0.0
6.0,208.0,85.0,22.0,0.0
6.0,229.0,71.0,0.0,58.0
10.0,222.0,75.0,148.0,17.0
5.0,193.0,81.0,32700.0,0.0
6.0,198.0,79.0,10.0,16.0
12.0,223.0,67.0,87.0,13.0
7.0,205.0,77.0,90.0,19.0
2.0,222.0,71.0,32700.0,50.0
9.0,239.0,54.0,0.0,106.0
6.0,218.0,78.0,24.0,6.0
12.0,211.0,78.0,2.0,0.0
0.0,227.0,74.0,16.0,41.0
4.0,227.0,71.0,32700.0,83.0
6.0,247.0,50.0,0.0,127.0
7.0,251.0,49.0,0.0,110.0
7.0,222.0,71.0,0.0,61.0
6.0,238.0,58.0,0.0,126.0
13.0,186.0,88.0,36.0,0.0
5.0,202.0,85.0,59.0,5.0
3.0,204.0,81.0,0.0,28.0
6.0,218.0,79.0,0.0,96.0
5.0,210.0,84.0,243.0,60.0
4.0,187.0,92.0,397.0,0.0
8.0,187.0,92.0,54.0,40.0
1.0,223.0,73.0,32700.0,62.0
4.0,211.0,81.0,32700.0,50.0
4.0,211.0,81.0,98.0,84.0
6.0,207.0,84.0,13.0,11.0
7.0,210.0,77.0,10.0,0.0
5.0,195.0,88.0,46.0,17.0
12.0,214.0,81.0,21.0,87.0
6.0,223.0,75.0,0.0,89.0
6.0,212.0,87.0,19.0,12.0
7.0,199.0,92.0,228.0,9.0
7.0,205.0,84.0,7.0,0.0
4.0,201.0,90.0,114.0,0.0
6.0,210.0,85.0,11.0,3.0
3.0,215.0,77.0,0.0,36.0
10.0,231.0,68.0,0.0,56.0
2.0,208.0,84.0,44.0,2.0
4.0,221.0,76.0,0.0,55.0
10.0,227.0,72.0,0.0,72.0
2.0,230.0,73.0,0.0,88.0
6.0,223.0,75.0,0.0,44.0
9.0,221.0,76.0,13.0,84.0
1.0,226.0,74.0,0.0,66.0
18.0,207.0,84.0,13.0,6.0
16.0,210.0,82.0,38.0,16.0
3.0,210.0,83.0,40.0,70.0
11.0,210.0,80.0,0.0,13.0
8.0,213.0,82.0,75.0,23.0
8.0,224.0,77.0,32700.0,85.0
5.0,227.0,76.0,0.0,84.0
5.0,217.0,77.0,0.0,93.0
10.0,222.0,76.0,0.0,58.0
2.0,188.0,93.0,157.0,17.0
6.0,199.0,89.0,32700.0,69.0
1.0,202.0,83.0,0.0,58.0
1.0,201.0,81.0,34.0,34.0
7.0,198.0,78.0,30.0,5.0
5.0,188.0,85.0,47.0,1.0
10.0,202.0,84.0,60.0,68.0
5.0,204.0,82.0,32700.0,65.0
4.0,211.0,76.0,32700.0,6.0
6.0,197.0,82.0,23.0,29.0
8.0,221.0,79.0,3.0,83.0
7.0,227.0,71.0,0.0,105.0
4.0,213.0,81.0,0.0,81.0
4.0,206.0,88.0,95.0,33.0
2.0,235.0,72.0,0.0,116.0
4.0,225.0,78.0,66.0,62.0
5.0,222.0,68.0,0.0,117.0
4.0,220.0,71.0,0.0,111.0
10.0,209.0,82.0,16.0,80.0
8.0,209.0,82.0,32700.0,46.0
7.0,200.0,82.0,155.0,38.0
15.0,194.0,91.0,214.0,10.0
10.0,221.0,77.0,0.0,98.0
2.0,229.0,75.0,0.0,99.0
8.0,200.0,84.0,119.0,58.0
10.0,206.0,84.0,103.0,69.0
13.0,191.0,89.0,92.0,0.0
4.0,181.0,88.0,16.0,34.0
4.0,171.0,93.0,175.0,0.0
10.0,171.0,87.0,4.0,0.0
3.0,211.0,78.0,17.0,56.0
3.0,190.0,90.0,212.0,15.0
3.0,208.0,73.0,0.0,108.0
6.0,210.0,77.0,0.0,93.0
5.0,197.0,78.0,0.0,48.0
4.0,204.0,74.0,0.0,105.0
9.0,203.0,79.0,0.0,39.0
6.0,208.0,72.0,0.0,44.0
9.0,194.0,80.0,0.0,55.0
3.0,198.0,82.0,32700.0,12.0
4.0,165.0,86.0,0.0,12.0
4.0,187.0,83.0,32700.0,27.0
2.0,148.0,84.0,36.0,5.0
6.0,156.0,84.0,0.0,0.0
8.0,199.0,85.0,31.0,40.0
8.0,136.0,94.0,491.0,0.0
9.0,216.0,78.0,0.0,64.0
8.0,209.0,79.0,32700.0,54.0
8.0,209.0,77.0,0.0,71.0
5.0,209.0,80.0,0.0,71.0
8.0,205.0,75.0,0.0,89.0
4.0,203.0,78.0,0.0,56.0
6.0,195.0,69.0,0.0,38.0
2.0,202.0,75.0,0.0,65.0
7.0,177.0,92.0,474.0,8.0
9.0,191.0,71.0,0.0,43.0
4.0,220.0,79.0,0.0,78.0
3.0,155.0,81.0,22.0,61.0
6.0,142.0,71.0,0.0,53.0
6.0,165.0,71.0,0.0,67.0
6.0,175.0,73.0,0.0,71.0
7.0,161.0,60.0,0.0,108.0
6.0,156.0,67.0,0.0,103.0
10.0,163.0,67.0,0.0,108.0
8.0,170.0,62.0,0.0,107.0
3.0,155.0,64.0,0.0,106.0
8.0,155.0,70.0,0.0,106.0
2.0,173.0,59.0,0.0,108.0
4.0,163.0,59.0,0.0,108.0
6.0,173.0,67.0,0.0,91.0
1.0,183.0,59.0,0.0,109.0
4.0,189.0,61.0,0.0,104.0
3.0,160.0,74.0,0.0,43.0
3.0,190.0,68.0,0.0,105.0
10.0,192.0,65.0,0.0,101.0
8.0,177.0,83.0,32700.0,4.0
2.0,198.0,73.0,0.0,72.0
3.0,183.0,79.0,0.0,56.0
9.0,183.0,79.0,32700.0,67.0
9.0,185.0,82.0,0.0,24.0
17.0,179.0,84.0,0.0,44.0
0.0,191.0,83.0,32700.0,7.0
6.0,185.0,82.0,1.0,10.0
3.0,194.0,80.0,0.0,58.0
2.0,196.0,80.0,0.0,51.0
1.0,179.0,85.0,0.0,60.0
2.0,191.0,83.0,3.0,77.0
1.0,163.0,91.0,54.0,27.0
0.0,128.0,58.0,0.0,98.0
7.0,137.0,60.0,0.0,100.0
3.0,136.0,55.0,0.0,99.0
2.0,138.0,69.0,0.0,75.0
5.0,149.0,59.0,0.0,90.0
1.0,148.0,62.0,0.0,101.0
2.0,148.0,59.0,0.0,96.0
3.0,172.0,42.0,0.0,100.0
6.0,141.0,60.0,0.0,98.0
2.0,183.0,50.0,0.0,99.0
10.0,167.0,55.0,0.0,96.0
5.0,132.0,75.0,0.0,79.0
4.0,158.0,57.0,0.0,98.0
3.0,158.0,73.0,18.0,43.0
35.0,145.0,64.0,0.0,89.0
2.0,149.0,68.0,0.0,81.0
3.0,144.0,75.0,0.0,69.0
4.0,142.0,66.0,0.0,97.0
4.0,142.0,65.0,0.0,93.0
1.0,145.0,58.0,0.0,101.0
5.0,127.0,70.0,0.0,92.0
1.0,166.0,62.0,32700.0,60.0
1.0,156.0,56.0,0.0,93.0
7.0,163.0,81.0,0.0,21.0
6.0,168.0,78.0,32700.0,36.0
2.0,145.0,70.0,0.0,75.0
6.0,148.0,77.0,0.0,86.0
4.0,145.0,61.0,0.0,100.0
15.0,142.0,58.0,0.0,100.0
4.0,148.0,74.0,0.0,99.0
1.0,33.0,70.0,0.0,0.0
2.0,14.0,87.0,0.0,0.0
7.0,91.0,59.0,0.0,95.0
7.0,113.0,54.0,0.0,98.0
2.0,103.0,62.0,0.0,81.0
6.0,98.0,55.0,0.0,96.0
4.0,109.0,67.0,0.0,76.0
3.0,107.0,58.0,0.0,98.0
2.0,104.0,56.0,0.0,95.0
8.0,77.0,73.0,0.0,41.0
5.0,124.0,44.0,0.0,97.0
3.0,116.0,46.0,0.0,97.0
5.0,108.0,61.0,0.0,89.0
4.0,116.0,62.0,0.0,97.0
5.0,110.0,50.0,0.0,96.0
0.0,109.0,49.0,0.0,97.0
6.0,111.0,54.0,0.0,97.0
5.0,109.0,50.0,0.0,95.0
7.0,108.0,68.0,0.0,95.0
10.0,116.0,60.0,0.0,95.0
3.0,116.0,59.0,0.0,95.0
0.0,102.0,66.0,0.0,93.0
0.0,107.0,77.0,0.0,44.0
8.0,118.0,69.0,0.0,79.0
23.0,116.0,73.0,0.0,92.0
3.0,105.0,75.0,0.0,36.0
9.0,135.0,56.0,0.0,96.0
7.0,88.0,73.0,0.0,6.0
5.0,125.0,56.0,0.0,98.0
2.0,124.0,58.0,0.0,98.0
2.0,149.0,53.0,0.0,95.0
2.0,104.0,61.0,0.0,39.0
9.0,120.0,53.0,0.0,102.0
4.0,111.0,58.0,0.0,93.0
1.0,96.0,52.0,0.0,81.0
1.0,99.0,43.0,0.0,100.0
7.0,89.0,55.0,0.0,91.0
20.0,109.0,49.0,0.0,97.0
4.0,110.0,50.0,0.0,98.0
4.0,108.0,48.0,0.0,100.0
4.0,106.0,48.0,0.0,100.0
10.0,130.0,35.0,0.0,45.0
6.0,106.0,50.0,0.0,97.0
5.0,113.0,75.0,0.0,72.0
4.0,121.0,53.0,0.0,90.0
8.0,99.0,62.0,0.0,98.0
6.0,92.0,71.0,0.0,61.0
4.0,94.0,71.0,0.0,57.0
8.0,90.0,68.0,0.0,81.0
4.0,82.0,76.0,0.0,63.0
3.0,81.0,76.0,0.0,65.0
3.0,87.0,77.0,0.0,65.0
1.0,71.0,80.0,32700.0,35.0
13.0,120.0,43.0,0.0,80.0
3.0,87.0,59.0,0.0,34.0
13.0,104.0,45.0,0.0,99.0
8.0,107.0,49.0,0.0,96.0
11.0,127.0,48.0,0.0,96.0
19.0,119.0,44.0,0.0,97.0
2.0,91.0,71.0,0.0,79.0
7.0,96.0,80.0,0.0,42.0
3.0,69.0,82.0,0.0,52.0
6.0,167.0,34.0,0.0,109.0
3.0,196.0,25.0,0.0,107.0
3.0,168.0,37.0,0.0,108.0
1.0,175.0,45.0,0.0,108.0
9.0,165.0,34.0,0.0,109.0
1.0,147.0,38.0,0.0,108.0
1.0,158.0,60.0,0.0,84.0
5.0,141.0,50.0,0.0,98.0
3.0,148.0,42.0,0.0,108.0
3.0,165.0,52.0,32700.0,14.0
2.0,133.0,51.0,0.0,108.0
1.0,159.0,36.0,0.0,106.0
1.0,170.0,41.0,0.0,88.0
4.0,173.0,32.0,0.0,93.0
2.0,168.0,31.0,0.0,105.0
1.0,169.0,33.0,0.0,107.0
2.0,181.0,31.0,0.0,62.0
2.0,159.0,47.0,0.0,95.0
2.0,158.0,39.0,0.0,106.0
1.0,158.0,39.0,0.0,104.0
0.0,161.0,42.0,0.0,87.0
1.0,142.0,39.0,0.0,104.0
2.0,161.0,37.0,0.0,102.0
3.0,113.0,50.0,32700.0,87.0
1.0,132.0,43.0,0.0,103.0
5.0,110.0,46.0,0.0,82.0
10.0,113.0,51.0,0.0,69.0
9.0,110.0,43.0,0.0,98.0
4.0,202.0,36.0,0.0,98.0
6.0,188.0,37.0,0.0,102.0
2.0,195.0,31.0,0.0,108.0
3.0,188.0,42.0,0.0,78.0
4.0,169.0,49.0,2.0,36.0
2.0,162.0,51.0,0.0,100.0
1.0,178.0,41.0,0.0,113.0
8.0,200.0,33.0,0.0,102.0
8.0,180.0,38.0,0.0,85.0
5.0,167.0,44.0,32700.0,80.0
7.0,165.0,38.0,0.0,109.0
2.0,167.0,39.0,0.0,97.0
3.0,168.0,49.0,6.0,58.0
6.0,157.0,53.0,0.0,64.0
2.0,197.0,35.0,0.0,97.0
4.0,202.0,37.0,0.0,101.0
1.0,162.0,50.0,0.0,97.0
3.0,186.0,38.0,0.0,100.0
3.0,148.0,57.0,7.0,59.0
6.0,147.0,56.0,32700.0,101.0
13.0,167.0,41.0,0.0,102.0
8.0,179.0,37.0,0.0,89.0
4.0,153.0,56.0,0.0,79.0
5.0,166.0,49.0,0.0,100.0
5.0,168.0,50.0,0.0,103.0
10.0,156.0,49.0,0.0,86.0
9.0,143.0,71.0,0.0,54.0
5.0,158.0,65.0,0.0,86.0
8.0,184.0,27.0,0.0,108.0
1.0,157.0,45.0,0.0,86.0
6.0,191.0,25.0,0.0,105.0
9.0,211.0,54.0,11.0,46.0
11.0,225.0,43.0,0.0,78.0
7.0,218.0,46.0,0.0,116.0
8.0,205.0,43.0,0.0,77.0
1.0,223.0,38.0,0.0,93.0
6.0,208.0,41.0,0.0,97.0
5.0,212.0,37.0,0.0,63.0
3.0,229.0,33.0,0.0,108.0
2.0,220.0,36.0,32700.0,76.0
6.0,214.0,29.0,0.0,119.0
2.0,227.0,31.0,0.0,104.0
3.0,196.0,42.0,0.0,99.0
6.0,207.0,36.0,0.0,118.0
9.0,191.0,47.0,32700.0,46.0
2.0,187.0,46.0,0.0,98.0
1.0,199.0,47.0,32700.0,77.0
3.0,187.0,61.0,0.0,59.0
3.0,141.0,85.0,32.0,0.0
2.0,176.0,68.0,32700.0,37.0
1.0,209.0,37.0,0.0,40.0
2.0,169.0,71.0,79.0,20.0
2.0,193.0,31.0,0.0,108.0
3.0,205.0,32.0,0.0,106.0
11.0,134.0,57.0,32700.0,66.0
8.0,156.0,52.0,0.0,96.0
2.0,199.0,31.0,0.0,85.0
2.0,176.0,43.0,32700.0,57.0
3.0,183.0,42.0,0.0,110.0
4.0,199.0,32.0,0.0,111.0
5.0,183.0,39.0,32700.0,81.0
6.0,241.0,52.0,0.0,109.0
1.0,234.0,54.0,0.0,78.0
4.0,244.0,51.0,0.0,117.0
7.0,240.0,53.0,0.0,92.0
5.0,221.0,68.0,0.0,72.0
11.0,243.0,54.0,0.0,115.0
8.0,215.0,65.0,32700.0,41.0
5.0,193.0,83.0,90.0,0.0
0.0,226.0,56.0,28.0,81.0
4.0,198.0,74.0,285.0,20.0
1.0,238.0,41.0,32700.0,83.0
5.0,208.0,66.0,164.0,77.0
3.0,220.0,48.0,0.0,74.0
4.0,229.0,40.0,0.0,89.0
12.0,239.0,43.0,0.0,90.0
7.0,216.0,60.0,10.0,65.0
4.0,223.0,42.0,0.0,74.0
4.0,228.0,39.0,0.0,72.0
2.0,194.0,67.0,0.0,68.0
2.0,213.0,52.0,0.0,115.0
10.0,166.0,75.0,38.0,2.0
2.0,168.0,83.0,10.0,0.0
11.0,198.0,52.0,0.0,68.0
7.0,194.0,55.0,2.0,70.0
3.0,198.0,50.0,0.0,103.0
4.0,189.0,55.0,0.0,53.0
6.0,161.0,81.0,32.0,56.0
3.0,176.0,64.0,32700.0,92.0
5.0,202.0,61.0,3.0,57.0
5.0,162.0,82.0,36.0,0.0
3.0,212.0,56.0,32700.0,72.0
4.0,228.0,66.0,0.0,53.0
4.0,205.0,79.0,293.0,25.0
4.0,232.0,63.0,0.0,62.0
5.0,239.0,58.0,0.0,110.0
12.0,205.0,79.0,153.0,4.0
8.0,221.0,76.0,79.0,36.0
9.0,230.0,69.0,0.0,23.0
1.0,230.0,70.0,59.0,65.0
3.0,234.0,70.0,32700.0,52.0
6.0,252.0,56.0,0.0,94.0
2.0,208.0,83.0,238.0,28.0
1.0,255.0,53.0,0.0,93.0
8.0,254.0,56.0,32700.0,96.0
4.0,252.0,43.0,0.0,125.0
11.0,254.0,46.0,0.0,115.0
8.0,232.0,42.0,0.0,128.0
6.0,238.0,45.0,0.0,124.0
4.0,202.0,46.0,0.0,126.0
7.0,217.0,42.0,0.0,130.0
5.0,162.0,81.0,390.0,0.0
4.0,199.0,55.0,0.0,124.0
2.0,239.0,54.0,0.0,122.0
4.0,236.0,59.0,67.0,52.0
7.0,232.0,61.0,0.0,89.0
3.0,237.0,59.0,0.0,50.0
1.0,214.0,70.0,0.0,52.0
4.0,227.0,64.0,2.0,73.0
7.0,175.0,76.0,93.0,0.0
7.0,187.0,77.0,0.0,34.0
6.0,247.0,47.0,0.0,103.0
5.0,208.0,77.0,121.0,22.0
3.0,203.0,79.0,32700.0,61.0
3.0,216.0,78.0,15.0,29.0
5.0,213.0,72.0,7.0,8.0
4.0,198.0,82.0,4.0,22.0
5.0,227.0,69.0,0.0,93.0
2.0,215.0,74.0,138.0,62.0
4.0,212.0,73.0,124.0,16.0
3.0,218.0,76.0,64.0,31.0
8.0,213.0,74.0,32700.0,19.0
1.0,210.0,81.0,32700.0,37.0
2.0,218.0,74.0,14.0,37.0
8.0,219.0,70.0,0.0,3.0
13.0,210.0,78.0,22.0,0.0
5.0,230.0,69.0,0.0,70.0
10.0,226.0,67.0,0.0,43.0
3.0,206.0,75.0,219.0,62.0
6.0,218.0,72.0,2.0,90.0
8.0,204.0,82.0,14.0,41.0
3.0,211.0,75.0,0.0,40.0
10.0,211.0,76.0,32700.0,11.0
6.0,215.0,74.0,32700.0,12.0
7.0,207.0,76.0,2.0,19.0
10.0,197.0,81.0,46.0,12.0
6.0,200.0,82.0,30.0,2.0
4.0,208.0,75.0,11.0,9.0
6.0,212.0,73.0,32700.0,3.0
7.0,206.0,76.0,34.0,1.0
6.0,228.0,67.0,0.0,37.0
6.0,227.0,66.0,0.0,11.0
13.0,224.0,64.0,32700.0,20.0
11.0,190.0,79.0,510.0,0.0
6.0,191.0,76.0,32700.0,0.0
8.0,225.0,68.0,0.0,77.0
6.0,217.0,71.0,32700.0,35.0
26.0,193.0,82.0,172.0,20.0
6.0,204.0,79.0,82.0,70.0
5.0,227.0,60.0,0.0,92.0
8.0,197.0,81.0,215.0,0.0
7.0,209.0,77.0,56.0,40.0
8.0,225.0,69.0,0.0,73.0
3.0,202.0,74.0,0.0,46.0
10.0,210.0,74.0,10.0,39.0
8.0,194.0,76.0,25.0,37.0
12.0,203.0,75.0,63.0,57.0
7.0,190.0,84.0,39.0,33.0
16.0,199.0,76.0,35.0,52.0
5.0,196.0,83.0,32700.0,45.0
4.0,205.0,79.0,102.0,75.0
6.0,175.0,90.0,325.0,0.0
5.0,186.0,89.0,93.0,16.0
9.0,202.0,75.0,0.0,31.0
5.0,191.0,85.0,362.0,25.0
8.0,204.0,75.0,84.0,14.0
7.0,199.0,74.0,1.0,43.0
5.0,220.0,66.0,0.0,111.0
15.0,219.0,69.0,0.0,74.0
7.0,188.0,84.0,310.0,0.0
7.0,198.0,76.0,1.0,80.0
2.0,195.0,80.0,10.0,11.0
7.0,189.0,85.0,111.0,37.0
4.0,210.0,72.0,16.0,27.0
13.0,166.0,51.0,0.0,103.0
7.0,186.0,66.0,33.0,91.0
7.0,180.0,57.0,0.0,95.0
14.0,175.0,71.0,0.0,0.0
7.0,167.0,85.0,69.0,0.0
10.0,216.0,60.0,0.0,89.0
16.0,211.0,55.0,0.0,56.0
1.0,200.0,68.0,0.0,78.0
10.0,210.0,68.0,0.0,48.0
4.0,193.0,69.0,81.0,51.0
5.0,192.0,68.0,0.0,62.0
4.0,213.0,70.0,0.0,68.0
6.0,216.0,69.0,0.0,43.0
11.0,197.0,75.0,0.0,71.0
14.0,208.0,71.0,0.0,54.0
11.0,200.0,68.0,0.0,68.0
19.0,181.0,75.0,0.0,0.0
13.0,189.0,77.0,0.0,38.0
5.0,196.0,73.0,5.0,60.0
6.0,194.0,75.0,0.0,34.0
6.0,209.0,71.0,0.0,47.0
12.0,182.0,82.0,5.0,0.0
9.0,186.0,79.0,0.0,3.0
11.0,153.0,84.0,16.0,0.0
12.0,168.0,84.0,32700.0,0.0
7.0,208.0,77.0,32700.0,8.0
11.0,169.0,85.0,30.0,0.0
5.0,206.0,77.0,3.0,8.0
7.0,201.0,82.0,3.0,0.0
8.0,199.0,79.0,12.0,25.0
5.0,151.0,68.0,0.0,103.0
4.0,144.0,69.0,0.0,99.0
8.0,131.0,86.0,49.0,0.0
5.0,145.0,81.0,23.0,55.0
4.0,126.0,77.0,32700.0,0.0
0.0,126.0,84.0,5.0,0.0
10.0,133.0,75.0,0.0,68.0
11.0,122.0,75.0,0.0,76.0
5.0,158.0,83.0,3.0,5.0
9.0,122.0,90.0,122.0,0.0
11.0,139.0,92.0,98.0,0.0
12.0,163.0,82.0,7.0,21.0
3.0,174.0,77.0,0.0,31.0
18.0,161.0,86.0,32.0,0.0
7.0,165.0,74.0,0.0,3.0
16.0,167.0,77.0,0.0,1.0
8.0,175.0,73.0,0.0,56.0
10.0,174.0,67.0,0.0,53.0
7.0,164.0,65.0,0.0,102.0
6.0,165.0,68.0,0.0,84.0
7.0,168.0,59.0,0.0,110.0
10.0,167.0,60.0,0.0,103.0
36.0,174.0,60.0,0.0,21.0
21.0,173.0,60.0,0.0,77.0
4.0,148.0,89.0,113.0,0.0
3.0,165.0,73.0,0.0,25.0
6.0,189.0,76.0,7.0,50.0
3.0,185.0,79.0,27.0,18.0
2.0,165.0,87.0,59.0,0.0
13.0,183.0,79.0,0.0,5.0
4.0,164.0,65.0,0.0,26.0
3.0,117.0,75.0,0.0,69.0
7.0,98.0,75.0,0.0,1.0
2.0,89.0,86.0,32700.0,16.0
7.0,131.0,66.0,0.0,69.0
9.0,137.0,62.0,0.0,77.0
2.0,115.0,58.0,0.0,97.0
4.0,113.0,68.0,0.0,97.0
12.0,110.0,56.0,0.0,96.0
6.0,122.0,51.0,0.0,101.0
7.0,136.0,69.0,0.0,90.0
5.0,131.0,62.0,0.0,86.0
3.0,156.0,71.0,0.0,62.0
8.0,145.0,78.0,0.0,36.0
5.0,161.0,74.0,0.0,70.0
1.0,154.0,77.0,0.0,68.0
12.0,152.0,58.0,0.0,97.0
11.0,152.0,74.0,0.0,60.0
3.0,160.0,70.0,0.0,98.0
9.0,161.0,56.0,0.0,94.0
0.0,145.0,72.0,0.0,75.0
5.0,153.0,70.0,0.0,79.0
7.0,144.0,69.0,0.0,103.0
2.0,143.0,71.0,0.0,103.0
7.0,135.0,71.0,0.0,68.0
6.0,132.0,75.0,0.0,91.0
10.0,141.0,72.0,0.0,88.0
